/home/ap/multi_cam/src/original_big/ori_137.jpg 6 977825 70202 72543 50 55  |  45.357582 0.993185 0.997109 0.867741 43.542259 51.055576  |  45.677193 0.993691 0.997382 0.874340 43.948956 51.773567  |  
/home/ap/multi_cam/src/original_big/ori_171.jpg 6 1287545 73714 75939 50 55  |  43.285679 0.995213 0.997953 0.848669 42.413147 53.054924  |  43.473530 0.995365 0.998056 0.852592 42.656090 53.366753  |  
/home/ap/multi_cam/src/original_big/ori_055.jpg 6 985265 70642 72339 50 55  |  44.466995 0.998930 0.999236 0.908089 43.316158 56.058361  |  44.661842 0.998978 0.999266 0.910827 43.541183 56.355213  |  
/home/ap/multi_cam/src/original_big/ori_187.jpg 6 659464 47722 49897 50 57  |  50.009655 0.999756 0.999686 0.965371 48.113609 59.518803  |  50.088425 0.999767 0.999709 0.966381 48.464596 59.696968  |  
/home/ap/multi_cam/src/original_big/ori_019.jpg 6 925459 55989 55839 50 55  |  45.064957 0.998345 0.999050 0.906185 44.132526 56.274761  |  45.163025 0.998350 0.999025 0.907237 44.156033 56.125919  |  
/home/ap/multi_cam/src/original_big/ori_129.jpg 6 977503 66612 69891 50 54  |  42.194031 0.996282 0.998637 0.866937 42.795681 53.749672  |  42.506470 0.996288 0.998647 0.870156 43.109909 53.824383  |  
/home/ap/multi_cam/src/original_big/ori_125.jpg 6 1191954 52248 54439 50 55  |  45.517418 0.999544 0.999668 0.929069 44.607300 56.883530  |  45.558475 0.999549 0.999661 0.929745 44.551315 56.491699  |  
/home/ap/multi_cam/src/original_big/ori_021.jpg 6 1255297 65501 66230 50 55  |  43.779430 0.993835 0.997662 0.853838 42.394905 51.864761  |  43.850220 0.993849 0.997606 0.855227 42.452095 51.693680  |  
/home/ap/multi_cam/src/original_big/ori_077.jpg 6 676902 47161 49200 50 56  |  48.751656 0.999583 0.999547 0.955334 46.980045 58.661461  |  49.083088 0.999615 0.999564 0.958182 47.230858 58.653900  |  
/home/ap/multi_cam/src/original_big/ori_181.jpg 6 1933131 107198 108238 50 55  |  41.417286 0.995710 0.998020 0.826631 40.210999 51.886852  |  41.594326 0.995919 0.998119 0.830472 40.431255 52.253929  |  
/home/ap/multi_cam/src/original_big/ori_075.jpg 6 1461121 108574 113002 50 56  |  40.515877 0.993648 0.998447 0.818723 40.928070 53.221737  |  40.690849 0.993834 0.998484 0.821695 41.106022 53.335793  |  
/home/ap/multi_cam/src/original_big/ori_033.jpg 6 870230 50686 52250 50 55  |  46.749882 0.998438 0.999080 0.923018 45.529972 57.221966  |  46.872997 0.998475 0.999049 0.924979 45.567940 56.897137  |  
/home/ap/multi_cam/src/original_big/ori_069.jpg 6 1497431 58130 60009 50 55  |  44.031574 0.997832 0.998768 0.883368 42.935593 54.958973  |  44.073601 0.997845 0.998753 0.883880 42.945358 54.748322  |  
/home/ap/multi_cam/src/original_big/ori_147.jpg 6 909665 61825 63596 50 55  |  47.960537 0.999222 0.999614 0.947802 46.127502 58.023792  |  48.097351 0.999250 0.999631 0.949256 46.357986 58.174156  |  
/home/ap/multi_cam/src/original_big/ori_131.jpg 6 1621048 82217 84668 50 55  |  42.862476 0.998860 0.999349 0.888290 42.231293 55.015121  |  43.019283 0.998885 0.999366 0.890571 42.381989 55.109386  |  
/home/ap/multi_cam/src/original_big/ori_099.jpg 6 944783 58629 60485 50 55  |  46.664101 0.999325 0.999505 0.933926 45.335888 57.737701  |  46.903839 0.999368 0.999533 0.936826 45.556561 57.879509  |  
/home/ap/multi_cam/src/original_big/ori_189.jpg 6 1018021 67529 70566 50 55  |  44.421444 0.998290 0.999213 0.898231 44.313915 57.300858  |  44.654690 0.998353 0.999244 0.901335 44.514183 57.352135  |  
/home/ap/multi_cam/src/original_big/ori_115.jpg 6 1260204 80679 82775 50 55  |  43.146862 0.996453 0.998234 0.856613 42.322598 54.172138  |  43.350895 0.996611 0.998344 0.860978 42.595516 54.534599  |  
/home/ap/multi_cam/src/original_big/ori_097.jpg 6 1799681 95732 96871 50 55  |  43.443745 0.996714 0.998335 0.864438 41.729965 52.686260  |  43.520008 0.996796 0.998390 0.865895 41.849613 52.911057  |  
/home/ap/multi_cam/src/original_big/ori_045.jpg 6 970719 70435 72493 50 55  |  47.297478 0.999212 0.999442 0.937373 45.378582 57.497734  |  47.586586 0.999258 0.999489 0.940599 45.709900 57.940300  |  
/home/ap/multi_cam/src/original_big/ori_083.jpg 6 910741 60948 63276 50 55  |  46.969837 0.998338 0.999201 0.929627 45.241737 56.468704  |  47.165398 0.998401 0.999209 0.931883 45.430099 56.617825  |  
/home/ap/multi_cam/src/original_big/ori_025.jpg 6 1170391 51061 53144 50 55  |  45.073154 0.986476 0.996885 0.824189 43.858807 50.393127  |  45.186035 0.986633 0.996942 0.826356 44.016174 50.503891  |  
/home/ap/multi_cam/src/original_big/ori_121.jpg 6 1179021 76974 77079 50 55  |  44.351292 0.999263 0.998895 0.899370 42.996750 56.181343  |  44.467651 0.999289 0.998934 0.900891 43.161587 56.353592  |  
/home/ap/multi_cam/src/original_big/ori_005.jpg 6 1624176 139111 144809 50 54  |  39.272896 0.991121 0.997692 0.770497 39.836151 51.566696  |  39.572601 0.991706 0.997896 0.778259 40.224628 52.269382  |  
/home/ap/multi_cam/src/original_big/ori_153.jpg 6 1373096 99554 103746 50 56  |  42.135578 0.995156 0.998181 0.841278 41.385597 52.615383  |  42.251938 0.995284 0.998259 0.844514 41.542233 52.866577  |  
/home/ap/multi_cam/src/original_big/ori_177.jpg 6 1004982 63009 65114 50 55  |  46.833775 0.999235 0.999458 0.933011 44.963470 57.468193  |  47.022022 0.999272 0.999496 0.935453 45.262962 57.782551  |  
/home/ap/multi_cam/src/original_big/ori_113.jpg 6 731992 51364 53448 50 56  |  49.103092 0.999394 0.999580 0.957254 47.632988 58.953159  |  49.081718 0.999394 0.999572 0.957473 47.564152 58.592278  |  
/home/ap/multi_cam/src/original_big/ori_167.jpg 6 599402 45790 47913 50 57  |  50.145958 0.999698 0.999646 0.966266 48.087299 59.564819  |  50.283947 0.999714 0.999660 0.967485 48.322765 59.551189  |  
/home/ap/multi_cam/src/original_big/ori_133.jpg 6 974001 71210 73993 50 55  |  43.883049 0.998958 0.999249 0.903615 43.982895 57.235550  |  44.210819 0.999038 0.999310 0.907603 44.355217 57.694206  |  
/home/ap/multi_cam/src/original_big/ori_071.jpg 6 1166908 79044 81066 50 55  |  44.527027 0.998901 0.999209 0.904386 43.116043 55.969109  |  44.740795 0.998950 0.999265 0.907592 43.426247 56.427437  |  
/home/ap/multi_cam/src/original_big/ori_035.jpg 6 799749 45503 47260 50 55  |  46.939041 0.998883 0.999272 0.933245 46.224926 57.422539  |  47.003517 0.998894 0.999251 0.933696 46.204601 57.132198  |  
/home/ap/multi_cam/src/original_big/ori_093.jpg 6 1293611 92037 93732 50 55  |  42.336269 0.996842 0.998971 0.860958 41.687069 54.731812  |  42.541058 0.996946 0.999011 0.864423 41.925034 54.965229  |  
/home/ap/multi_cam/src/original_big/ori_011.jpg 6 1334501 82087 83196 50 55  |  42.793091 0.993234 0.998059 0.842076 42.106518 53.094395  |  42.953468 0.993330 0.998110 0.844915 42.299767 53.276680  |  
/home/ap/multi_cam/src/original_big/ori_191.jpg 6 1294237 89436 92007 50 55  |  41.788673 0.986272 0.996471 0.818669 41.660240 50.085419  |  42.006531 0.987175 0.996767 0.822937 41.940800 50.722252  |  
/home/ap/multi_cam/src/original_big/ori_107.jpg 6 1294964 72454 73737 50 55  |  44.863453 0.999643 0.999374 0.918200 42.857117 55.377357  |  44.995377 0.999655 0.999399 0.920060 43.008774 55.563133  |  
/home/ap/multi_cam/src/original_big/ori_017.jpg 6 1216983 75316 78419 50 55  |  43.689941 0.998017 0.999084 0.886675 42.749088 55.317837  |  43.934124 0.998092 0.999156 0.890790 43.081280 55.758091  |  
/home/ap/multi_cam/src/original_big/ori_089.jpg 6 1483031 62269 64019 50 55  |  45.465626 0.999214 0.999220 0.917642 43.637547 55.870731  |  45.501663 0.999205 0.999210 0.918268 43.676884 55.656414  |  
/home/ap/multi_cam/src/original_big/ori_051.jpg 6 983901 61815 64244 50 55  |  43.902050 0.996248 0.998189 0.863525 43.546692 54.408642  |  44.171440 0.996405 0.998245 0.868090 43.786232 54.592133  |  
/home/ap/multi_cam/src/original_big/ori_067.jpg 6 1241277 50608 52902 50 54  |  46.487007 0.997988 0.998525 0.911594 44.623417 55.199909  |  46.521160 0.997961 0.998498 0.912178 44.657806 54.972839  |  
/home/ap/multi_cam/src/original_big/ori_183.jpg 6 1150820 65240 67428 50 55  |  44.070976 0.997938 0.998711 0.881016 42.934872 55.341099  |  44.267475 0.998029 0.998783 0.884672 43.216446 55.732517  |  
/home/ap/multi_cam/src/original_big/ori_175.jpg 6 1195930 70062 70025 50 55  |  43.882782 0.997694 0.999002 0.881892 42.767220 55.662552  |  43.985764 0.997734 0.999019 0.883865 42.887100 55.771496  |  
/home/ap/multi_cam/src/original_big/ori_087.jpg 6 1266542 56673 59079 50 55  |  46.857742 0.999338 0.999556 0.936802 44.825184 56.774239  |  46.833599 0.999316 0.999541 0.936569 44.765690 56.348919  |  
/home/ap/multi_cam/src/original_big/ori_149.jpg 6 1003541 66676 69012 50 55  |  46.904442 0.998934 0.999322 0.933775 44.930805 56.730320  |  47.183407 0.999013 0.999353 0.936865 45.233215 57.044529  |  
/home/ap/multi_cam/src/original_big/ori_061.jpg 6 1485359 71432 74037 50 55  |  45.414505 0.999174 0.999321 0.919035 43.586887 55.626465  |  45.499016 0.999179 0.999326 0.920102 43.680332 55.609756  |  
/home/ap/multi_cam/src/original_big/ori_029.jpg 6 1017130 62184 64203 50 55  |  44.290768 0.997209 0.999039 0.890615 43.364441 55.547920  |  44.458786 0.997282 0.999089 0.893623 43.590805 55.800076  |  
/home/ap/multi_cam/src/original_big/ori_143.jpg 6 523553 48964 51251 50 57  |  49.604259 0.999805 0.999772 0.966881 47.991657 59.486919  |  49.995018 0.999824 0.999791 0.969087 48.360195 59.656563  |  
/home/ap/multi_cam/src/original_big/ori_155.jpg 6 1013190 58675 60999 50 55  |  46.132820 0.997321 0.999070 0.913066 44.632347 56.121021  |  46.321445 0.997394 0.999119 0.915852 44.904812 56.430531  |  
/home/ap/multi_cam/src/original_big/ori_039.jpg 6 585882 41477 43032 50 56  |  50.534267 0.999579 0.999563 0.966906 48.427490 59.424477  |  50.421677 0.999577 0.999544 0.966882 48.303734 58.997223  |  
/home/ap/multi_cam/src/original_big/ori_037.jpg 6 1077777 77713 81462 50 56  |  43.669712 0.998288 0.999284 0.893665 42.684826 55.743649  |  43.832466 0.998355 0.999317 0.896689 42.896370 55.985176  |  
/home/ap/multi_cam/src/original_big/ori_195.jpg 6 2032069 117245 120213 50 55  |  39.105499 0.994917 0.998533 0.795803 39.651348 52.595783  |  39.281353 0.995079 0.998554 0.799736 39.831688 52.593159  |  
/home/ap/multi_cam/src/original_big/ori_007.jpg 6 1565654 124162 129879 50 53  |  37.838444 0.991207 0.998163 0.769540 39.168957 51.782536  |  38.015995 0.991594 0.998268 0.773845 39.407566 52.192398  |  
/home/ap/multi_cam/src/original_big/ori_085.jpg 6 1506474 71390 73341 50 55  |  45.371403 0.999167 0.999010 0.915259 43.360638 55.183681  |  45.444244 0.999175 0.999013 0.916385 43.449757 55.191528  |  
/home/ap/multi_cam/src/original_big/ori_117.jpg 6 1041578 60288 61665 50 55  |  45.432114 0.999378 0.999119 0.914641 44.053261 56.972012  |  45.542542 0.999398 0.999153 0.916343 44.200165 57.130970  |  
/home/ap/multi_cam/src/original_big/ori_041.jpg 6 751617 48430 50409 50 55  |  48.442497 0.998227 0.999240 0.937642 47.018398 58.532597  |  48.564114 0.998257 0.999227 0.938634 47.081215 58.358852  |  
/home/ap/multi_cam/src/original_big/ori_031.jpg 6 1133414 81303 82481 50 55  |  42.767212 0.995813 0.997662 0.849956 41.671074 51.996853  |  43.007744 0.996078 0.997826 0.854564 41.962391 52.543583  |  
/home/ap/multi_cam/src/original_big/ori_057.jpg 6 803941 58352 59205 50 55  |  46.891434 0.999085 0.999358 0.931488 45.228916 57.594383  |  47.011456 0.999117 0.999362 0.933088 45.345463 57.637409  |  
/home/ap/multi_cam/src/original_big/ori_161.jpg 6 1053665 64567 65534 50 55  |  45.644051 0.999282 0.999146 0.919038 44.098789 56.890953  |  45.743385 0.999291 0.999181 0.920641 44.270554 57.136478  |  
/home/ap/multi_cam/src/original_big/ori_199.jpg 6 899708 75345 77201 50 55  |  45.382298 0.998249 0.998919 0.909890 43.863949 55.682961  |  45.639881 0.998364 0.998999 0.913523 44.165810 56.116444  |  
/home/ap/multi_cam/src/original_big/ori_127.jpg 6 1565556 132896 138679 50 54  |  39.537792 0.995438 0.998109 0.808442 39.035320 50.633171  |  39.803581 0.995737 0.998255 0.814515 39.388840 51.311531  |  
/home/ap/multi_cam/src/original_big/ori_159.jpg 6 1779852 78048 78805 50 55  |  42.684738 0.997677 0.998449 0.866654 41.186779 52.997627  |  42.777908 0.997721 0.998482 0.868357 41.311340 53.101395  |  
/home/ap/multi_cam/src/original_big/ori_065.jpg 6 2334464 166940 174007 50 55  |  39.051331 0.995856 0.998309 0.805547 39.046768 51.449150  |  39.372879 0.996169 0.998443 0.812384 39.445625 52.017872  |  
